Srno,RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,TranslatedInstructions,URL
11629,Lau's Peel Fried Recipe - Bottle Guard Peel Steam Free,"2 cups Bottle gourd (lauki) - peels,2 Potatoes (Aloo) - sliced,3 tablespoons Mustard oil,1 teaspoon Kalonji (Onion Nigella Seeds),4 Green Chillies - cut lengthwise,1 teaspoon Sugar,1 tablespoon Poppy seeds,2 Dry Red Chillies,1 teaspoon Turmeric powder (Haldi),Salt - to taste",25,30,55,4,Bengali Recipes,Lunch,Vegetarian,"To begin the Lau Er Khosha Bhaja recipe, first peel the bottle gourd and slice the peel very thin. Peel the potato and slice it thin too.Heat mustard oil in a frying pan over medium heat. Once the oil is slightly hot, add dry red chillies and kalonji seeds.After it start crackling, first add potato slices, sprinkle salt and stir. Cover the pan and cook the potatoes on medium heat until lightly cooked.When the potatoes are slightly soft, add slices of bottle gourd peels, cover the pan and cook until the bottle gourd peels soften. This will take a couple of minutes.Once done add turmeric powder, green chillies, salt, poppy seeds and sugar. Saute the Lau Er Khosha Bhaja until all the masala is well combined into theÿLau Er Khosha Bhajabhaja.Check the salt to taste and adjust the spices accordingly. Once done, transfer theÿLau Er Khosha Bhaja to a serving bowl and serve hot.ServeÿLau Er KhoshaÿBhaja Recipeÿalong withÿSteamed Rice,ÿBengali Style Lau die Tetor Dalÿand a bowl of Curd for your everyday meal.",http://www.archanaskitchen.com/lau-er-khosa-bhaja-recipe-bottle-gourd-peel-stir-fry
11630,Spicy Mango Lime Grilled Chicken Recipe,"2 Chicken breasts,1 Mango (Ripe) - made into a puree,2 tablespoons Lemon juice,2 tablespoons Sriracha sauce - or any red chilli sauce,1 teaspoon Fish sauce,1 tablespoon Extra Virgin Olive Oil,4 cloves Garlic - finely chopped,Salt - to taste,1 teaspoon Honey,1 teaspoon Sriracha sauce,1 tablespoon Corn flour,1/4 cup Water,Extra Virgin Olive Oil - to grill the chicken",60,20,80,4,Continental,Appetizer,High Protein Non Vegetarian,"To begin making the Spicy Grilled Lime & Mango Chicken Recipe we will first make the marinade.ÿTo make the marinade in a mixer jar combine, the ripe mango with sriracha sauce, fish sauce, lemon juice, olive oil and garlic.ÿGrind this into a smooth paste and set aside. You will have approximately 1 cup of the marinade mixture. You can add additional ripe mangoes if you would like more sauce.Wash the chicken breasts thoroughly and make diagonal slits on the surface of the breasts.ÿIn a mixing bowl, place the chicken breasts and pour this marinade over it. Marinade for about an hour.ÿ Cover the chicken and keep it aside, while it is marinating.Heat a grill pan on medium heat and brush some oil on it. Ensure the pan is well heated.ÿOnce the chicken has been marinated for an hour, place it on the hot grill pan and cook it for about 3-4 minutes on each side, or until well done, ensuring the chicken has cooked through nicely. Ensure not to over cook as the chicken then becomes hard and rubbery.Once it is well cooked, remove it from the pan and allow it to rest on a plate.ÿTransfer the remaining marinade into a saucepan, add in some more sriracha sauce, some honey and bring it to a single boil.ÿNext in a small bowl make a slurry of the corn flour along with the water and add it to the saucepan which has the mango mixture and bring it to a boil and allow the sauce to thicken.Turn off the heat. Observe the sauce has thickened and has a nice sheen on it.ÿThis will be the sauce for our Spicy Grilled Lime & Mango Chicken Recipe.Once done, spoon the Mango Sauce on a platter and place a portion of the grilled chicken and serve hot.ServeÿSpicy Grilled Lime & Mango Chicken as an appetizer with some lemon wedges along with the sauce.Or you could also serve it as a main along withÿButtered Herbed Rice RecipeÿorÿGarlic Bread With Herb Butter Recipeÿand someÿRoasted Mushroom Recipeÿfor a steak style meal. Finish of with a dessert ofÿGreek Yogurt Chocolate Mousse Recipe.ÿ",https://www.archanaskitchen.com/spicy-mango-lime-grilled-chicken-recipe
11648,Overnight Pumpkin French Toast Baked Casserole Recipe,"2 Whole Eggs,1 teaspoon Vanilla Extract,2 tablespoon Sugar,Salt - to taste,1-1/2 teaspoon Cinnamon Powder (Dalchini),1/4 teaspoon Cloves (Laung) - ground,Nutmeg powder - pinch,1/2 cup Pumpkin puree,4 cups French Loaf - diced or any other bread,1/2 cup Brown Sugar (Demerara Sugar),1/2 cup Walnuts,1/3 cup Butter - cold/sliced,1/2 cup Milk",480,55,535,4,Continental,World Breakfast,Vegetarian,"To start making Overnight Pumpkin French Toast Baked Casserole, first get all the ingredients ready. If you don't have french loaf, you can also use regular bread or even croissants to make thisÿFrench Toast.ÿIn a medium bowl whisk eggs, vanilla extract, sugar, salt, ground cloves, ground cinnamon, ground nutmeg, brown sugar, pumpkin puree together, do not work too much just stir to combine.Add milk and stir well again. Grease 8 x 8 baking dish with some butter. Arrange and level the diced bread. Pour the prepared egg mixture over the top making sure its covered all over the bread.Use a spatula and stir to coat. Cover up with a plastic wrap and refrigerate overnight. Next day preheat oven to 180 C.Remove the plastic wrap and place some sliced butter all over on the top. Sprinkle the walnuts. Bake uncovered for 40 to 45 minutes or until the knife poked in the center comes out clean. Cool down for 10 minutes and serve.Serve Overnight Pumpkin French Toast Baked Casserole along withÿChocolate Banana Smoothieÿfor a super filling breakfast.",https://www.archanaskitchen.com/overnight-pumpkin-french-toast-a-baked-casserole-recipe
11665,Coconut Kozhukattai Recipe,"50 grams Fresh coconut,150 grams Rice flour,80 grams Jaggery,Ghee - as requiredÿto bind,Water - as needed,Salt - a bit",20,10,30,5,Tamil Nadu,Dessert,Vegetarian,"To begin making Coconut Kozhukattai Recipe, powder the jaggery in a ammikallu or by pounding or in a mixer grinder, sieve the flour and add them in a large bowl.Add the grated coconut, little ghee and salt to it.Boil the water in a saucepan, and add to the mixture in the mixing bowl, little by little, while kneading the mixture into a soft dough.Shape the dough into small balls.Prepare a steamer and preheat the vessel till the water beneath the steamer plate is boiling and steaming.Arrange the kozhukattai on the steamer plate.Steam cook the balls in a preheated steamer for approximately ten minutes or till steamed and cooked well.ServeÿCoconut Kozhukattai Recipe as a dessert or as a snack with Turmeric Milk Recipe (Haldi Doodh).",http://www.archanaskitchen.com/coconut-kozhukattai-recipe
11668,Buckwheat Dosa Recipe,"2 cups Buckwheat Flour (Kuttu Ka Atta),2 tablespoons Black Urad Dal (Split) - powdered,1 tablespoon Rice flour,Salt - as required,Sunflower Oil - as required,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),4 Green Chillies - finely chopped,2 tablespoons Coriander (Dhania) Leaves,Water - as required",10,20,30,4,Indian,South Indian Breakfast,Vegetarian,"To begin making the Buckwheat Dosa recipe, firstly grind split black urad dal into a fine powder.Meanwhile, heat oil in a pan over medium heat. Once the oil is hot, add mustard seeds. Once the mustard seeds splutter, keep it aside.In a bowl, combine buckwheat flour, urad dhal powder, rice flour, salt, asafoetida, green chilli and coriander leaves together.Add mustard seeds to the dry ingredients. Add water little by little to the dry ingredients and mix them well. Add water until batter like consistency is reached.Heat a crepe pan and season it with oil. Pour a ladle of the batter on the pan in a circular manner.Pour oil into the holes in the dosa and cook on both the sides until the dosa turns slight golden colour.Once it is done, take it on a serving plate and it is ready to be served.Try this gluten free Buckwheat Dosa and serve withÿSouth Indian Coconut ChutneyÿorÿSweet and Spicy Tomato Chutney Recipe.",http://www.archanaskitchen.com/buckwheat-dosa-recipe
11670,Pear And Alfalfa Sprouts Salad Recipe,"2 Pears - crispy green,1/2 cup Alfalfa Sprouts,1 tablespoon Roasted Peanuts (Moongphali) - coarsely pounded,4 Basil leaves - shredded,1 tablespoon Brie cheese - thinly sliced (optional),1 tablespoon Balsamic Vinegar,1/2 teaspoon Black pepper powder,Salt - to taste",15,15,30,2,Continental,Side Dish,Vegetarian,"To begin making theÿPear And Alfalfa Sprouts Salad, wash and slice pears in thin slices and add it to a large salad bowl.Combine all ingredients together along with the sliced pears until just about combined.ÿMake sure the sprouts and pear are dry. Wet ingredients can lead to limp salads.Serve theÿPear And Alfalfa Sprouts along with a warm toastedÿgarlic breadÿand Vegetable Clear Soup With Lemon Grass Recipeÿfor light or dinner, garnished with a few basil leaves for a light lunch or dinner.",http://www.archanaskitchen.com/pear-and-alfa-alfa-sprouts-salad-recipe
11684,Onion And Cheese Pepper Sandwich Recipe,"8 Whole Wheat Brown Bread,1/2 cup Cheddar cheese - grated,1/2 cup Mozzarella cheese - grated,1/2 cup Onions - finely chopped,1 teaspoon Black pepper powder,1/2 teaspoon Dried oregano,1 tablespoon Butter,Salt - to taste",10,20,30,4,Continental,Snack,Vegetarian,"To begin making Onion and Cheese Pepper Sandwich Recipe, take a medium sized bowl, add the grated cheese, finely chopped onions, black pepper powder and oregano.Mix all the ingredients well and keep aside.Take a slice of bread, place enough filling and press it tightly with another slice. Likewise, prepare the other 3 sets of the sandwich.Heat butter in a skillet on medium flame, place a set of sandwich, cook until the bottom turns golden brown. Flip over and cook the other side too.Similarly, grill the other three sets of sandwiches in the skillet with enough butter.Serve the Onion and Cheese Pepper Sandwich Recipe in kids lunch box or as an after school snack along with a fruit smoothie.",https://www.archanaskitchen.com/onion-and-cheese-pepper-sandwich-recipe
11686,Saagwala Chicken  Recipe - Palak Chicken Curry,"350 grams Chicken,300 grams Spinach - roughly chopped,1 teaspoon Ajwain (Carom seeds),2 tablespoons Ghee,6 cloves Garlic,2 Cardamom (Elaichi) Pods/Seeds,2 inch Cinnamon Stick (Dalchini),3 Cloves (Laung),2 inch Ginger,2 Green Chillies,2 Onion - thinly sliced,1 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,2 tablespoons Fresh cream,Salt - to taste",40,30,70,4,North Indian Recipes,Lunch,High Protein Non Vegetarian,"To begin making the Saagwala Chickenÿrecipe, firstly clean, wash the chicken breast and cut into small to medium sized pieces and keep the legs if you are using it.ÿInto a pressure cooker,ÿadd the chopped spinach leaves, green chillies, along with 2 tablespoons water and pressure cook for 1 whistle and turn off the heat.Release the pressure immediately by running it under cold water. Open the cooker and allow the spinach to cool. It's important to open the spinach immediately, so the spinach remains green.Once the spinach cools, place it in a mixer grinder and make a puree. Keep the palak puree/ spinach puree aside.Heat a heavy bottomed pan with ghee, add ajwain, cloves, cinnamon, cardamom and saute it for about 10 seconds.Add the ginger, garlic and onions and saute until the onions turn translucent. Add the chicken, salt and red chilli powder, garam masala powder and stir to combine.Cover the pan and cook the chicken on low heat until it gets cooked completely. Sprinkle a little water if required and cook the chicken until it is done.Finally, pour the spinach puree and cream. Mix everything well and let the Palak Chicken / Saagwala Chicken simmer for 4 to 5 minutes until the gravy chickens.Once the Saagwala Chicken is done, check the taste and adjust the salt accordingly.Serve Saagwala ChickenÿRecipeÿalong withÿBurani RaitaÿandÿButter Garlic Naan Recipeÿfor a weekend dinner along with your family. You can also serveÿKachumber Saladÿwith this meal.",http://www.archanaskitchen.com/palak-chicken-curry-recipe-saag-wala-chicken
11694,Peas In Onion Tomato Gravy Recipe,"1 ?? ??? ???,2 ??? ????? ???,1 ???? ????? ????,1/2 ???? ????? ????? ?????,1-1/2 ???? ????? ??? ????? ?????,1 ???? ????? ????? ?????,????? ???? - ????? ??,??? - ????? ??????,1/2 ???? ????? ??? ????? ?????,2 ?????,3 ?????,3 ??? ?????,10 ????? ?????,2 ??? ????,20 ????,2 ???? ????? ????? ?? ??? - ?? ????",20,30,50,3,Indian,Lunch,Vegetarian,"??? ????? ????? ?? ??? ???? ???? ??? ?? ???? ?? ?? ?????? ???ÿ???ÿ??. ????? ????? ?? ??? ???? ?? ??? ???? ?? ???? ??. ???? ?????? ?? ??? ?? ?? ??.ÿ?? ?? ???? ??? ??? ??? ?? ??. ????? ???? ????? ???? ?? 2 ???? ?? ????? 2 ???? ?? ??? ????? ????? ???? ?? ???? ??? ???? ?? ?????ÿ????? ??? ???? ?? ??? ????? ???? ?? 1 ???? ?? ????? 1 ???? ?? ??? ????? ????? ???? ?? ??? ???? ?? ?????ÿ??? ???? ???? ?? ???? ?? ??? ???? ????? ??? ??.???? ??? ????? ???? ?? ????? ?? ??? ???? ?? ??? ??. ??? ?? ?? ??.ÿ?? ? ???? ??? ??? ??? ????? ????? ???? ???? ?? 10 ???????? ?? ???? ??. ?? ????? ???? ??? ????? ????? ?? ????? ???? ?? 5 ???? ?? ???? ??.ÿ?? ????? ???? ????? ????, ????? ?? ???? 3 ???? ?? ?????? ??? ?? ?????ÿ?? ????? ??? ??? ??? ??? ????, ????? ?? ???? 5 ???? ?? ????? ??? ?? ????? ???? ???? ?? ?????ÿ??? ?? ???? ??.2 ???? ??? ???? ?? ????? ???? ????? ?? 2 ?? 3 ???? ?? ???ÿ???? ??. ?? ??? ????? ????, ?????, ??? ??? ???? ?? ??? ????? ?? ???????ÿ?????ÿ??? ????? ?? ??????? ??? ?? ?????? ?? ??? ??? ?? ???? ?? ??? ??????
",https://www.archanaskitchen.com/peas-in-onion-tomato-gravy-recipe-in-hindi
11705,Motichoor Ladoo Yogurt Cheesecake Recipe,"12 Multigrain Digestive Oat Biscuits,2 tablespoons Butter - softened,1-1/2 cups Britannia Cheese Spread - Classic,1-1/2 cups Hung Curd (Greek Yogurt),2 tablespoons Honey,1 tablespoon Rose water,1 teaspoon Cardamom Powder (Elaichi),10 Motichoor Ladoos - Homemade or store bought,1/2 cup Pistachios - sliced for garnish",30,0,30,20,Fusion,Dessert,Vegetarian,"To begin making Motichoor Ladoo Yogurt Cheesecake Recipe first we will make the biscuit base.Add biscuits to a chopper or a food processor and pulse the biscuits till you get a nice even grainy mixture. Remove mixture to a large bowl and add the softened butter to the biscuit crumbs.Mix the biscuits and the butter using your hands until the butter is well combined with the biscuits.The texture should be such that when you hold the crumb mixture together, it should form a lump and when you leave it, it should break apart. Keep this aside.In a large mixing bowl, crumble the motichoor ladoos and keep aside.To make the hung curd & cream cheese layerInto a stand mixer add the hung yogurt and cream cheese and whisk until both the ingredients are well combined until you notice stiff peaks.After the Hung curd and the cream cheese have combined add in the honey, rose water and cardamom powder.Whisk again to combine all the ingredients of the cheesecake mixture. Whisk till the mixture has soft peaks and looks smooth. This will take another two minutes on high speed.To assemble theÿMotichoor Ladoo Yogurt CheesecakeYou can assemble these in shot glasses, as they are a perfect dessert serving and makes you feel light and satisfied.Take a shot glass and layer the bottom with a teaspoon of the biscuit base. Press it down firmly with the spoon to get a firm layer.Next add the yogurt cream cheese mousse and top it up with the motichoor ladoo crumble. And finally garnish with pistachio slivers.Refrigerate the Motichoor Ladoo Yogurt Cheesecake for at least 4 to 5 hours and then serve.ÿServeÿMotichoor Ladoo Yogurt Cheesecake after a delicious ofÿMixed Vegetable Pulao,ÿPaneer MakhaniÿandÿTomato Onion Cucumber Raita. It will make a perfect dessert for parties during festivals like Holi, Diwali, Raksha Bandhan etc.",http://www.archanaskitchen.com/motichoor-ladoo-yogurt-cheesecake-recipe
